incident_id,date,incident_type,severity,data_exposed,system_downtime_hours,financial_impact,detection_time_hours,resolution_time_hours,affected_systems,patch_status,employee_awareness_score,third_party_involved,regulatory_compliance_violated,repeated_incident,risk_score
256,2023-11-10 22:11:10.467601,data_breach,critical,330929,65,936105,47,19,8,outdated,6,False,True,True,65
257,2023-11-09 22:11:10.467603,malware,low,533398,15,587515,34,210,8,outdated,1,False,True,False,83
258,2023-11-08 22:11:10.467605,insider_threat,medium,499115,50,660327,85,239,3,outdated,9,False,True,True,81
259,2023-11-07 22:11:10.467607,phishing,high,79141,38,608577,165,38,7,up_to_date,5,True,True,True,0
260,2023-11-06 22:11:10.467610,phishing,low,12115,39,151094,158,267,7,outdated,7,False,True,False,57
261,2023-11-05 22:11:10.467612,phishing,medium,39062,37,436679,151,206,6,outdated,9,True,False,False,92
262,2023-11-04 22:11:10.467614,data_breach,low,809343,59,730031,113,266,7,up_to_date,9,False,False,False,92
263,2023-11-03 22:11:10.467616,insider_threat,critical,628349,58,792154,99,153,2,critical_missing,1,False,True,False,82
264,2023-11-02 22:11:10.467618,malware,medium,294700,9,682773,159,41,9,outdated,1,False,False,True,43
265,2023-11-01 22:11:10.467620,ddos,low,995635,63,867482,98,10,1,outdated,3,False,True,True,5
266,2023-10-31 22:11:10.467622,malware,low,390479,62,502648,2,293,1,critical_missing,6,False,True,True,49
267,2023-10-30 22:11:10.467624,ddos,high,526257,48,758108,84,97,3,critical_missing,2,True,False,False,71
268,2023-10-29 22:11:10.467626,malware,low,830185,63,761282,124,274,3,up_to_date,10,False,True,True,87
269,2023-10-28 22:11:10.467628,insider_threat,medium,397686,31,479083,137,229,1,outdated,1,False,False,True,19
270,2023-10-27 22:11:10.467630,ddos,medium,121863,6,345740,82,219,7,outdated,1,False,True,False,13
271,2023-10-26 22:11:10.467632,data_breach,high,796657,20,853164,24,64,4,up_to_date,5,False,True,False,4
272,2023-10-25 22:11:10.467634,malware,medium,501076,19,405513,67,231,2,critical_missing,4,True,False,False,40
273,2023-10-24 22:11:10.467636,malware,critical,647296,25,68323,60,327,5,up_to_date,1,False,True,True,39
274,2023-10-23 22:11:10.467638,ddos,medium,500726,67,285960,28,51,6,critical_missing,4,True,True,False,33
275,2023-10-22 22:11:10.467640,data_breach,medium,678556,14,564983,126,262,9,up_to_date,3,False,True,True,79
276,2023-10-21 22:11:10.467642,data_breach,low,630111,13,412918,18,266,4,critical_missing,2,True,False,True,44
277,2023-10-20 22:11:10.467644,insider_threat,low,800101,26,418458,73,316,2,up_to_date,9,True,True,True,70
278,2023-10-19 22:11:10.467646,data_breach,medium,954884,39,55841,60,323,5,critical_missing,1,True,True,True,79
279,2023-10-18 22:11:10.467648,data_breach,high,910830,57,390642,152,153,3,critical_missing,7,True,True,True,70
280,2023-10-17 22:11:10.467650,data_breach,low,634965,27,198784,19,139,2,critical_missing,4,True,False,False,26
281,2023-10-16 22:11:10.467652,phishing,high,771246,25,107096,47,50,1,critical_missing,5,False,False,True,77
282,2023-10-15 22:11:10.467654,insider_threat,medium,48320,62,92764,86,116,2,critical_missing,10,True,False,False,77
283,2023-10-14 22:11:10.467656,malware,medium,964918,65,446790,151,45,6,outdated,5,False,False,True,43
284,2023-10-13 22:11:10.467658,ddos,critical,496758,24,610032,138,308,8,critical_missing,1,True,False,True,32
285,2023-10-12 22:11:10.467660,malware,low,146649,2,814914,109,87,3,outdated,6,True,True,False,32
286,2023-10-11 22:11:10.467662,insider_threat,medium,125354,71,533459,27,207,9,critical_missing,9,False,False,True,43
287,2023-10-10 22:11:10.467664,ddos,critical,612297,43,625043,58,268,9,outdated,2,True,False,True,19
288,2023-10-09 22:11:10.467666,insider_threat,low,781725,41,492148,132,88,2,outdated,7,True,True,False,35
289,2023-10-08 22:11:10.467668,data_breach,medium,448625,5,632413,50,117,8,up_to_date,6,True,False,False,6
290,2023-10-07 22:11:10.467670,ddos,medium,28625,38,917154,148,53,5,critical_missing,5,True,True,True,31
291,2023-10-06 22:11:10.467672,data_breach,low,736400,51,368226,11,115,4,up_to_date,4,False,False,True,66
292,2023-10-05 22:11:10.467673,malware,low,286233,22,3696,49,117,5,up_to_date,4,True,True,True,38
293,2023-10-04 22:11:10.467675,malware,low,36487,49,126310,131,259,4,critical_missing,6,True,True,False,92
294,2023-10-03 22:11:10.467677,ddos,medium,459054,42,937562,112,74,8,up_to_date,4,False,False,True,23
295,2023-10-02 22:11:10.467679,ddos,medium,228071,18,675673,165,304,4,critical_missing,5,False,False,False,85
296,2023-10-01 22:11:10.467681,insider_threat,critical,896880,68,805581,152,6,6,up_to_date,6,True,True,False,69
297,2023-09-30 22:11:10.467683,insider_threat,high,488011,50,916496,13,121,2,critical_missing,5,True,True,True,87
298,2023-09-29 22:11:10.467685,data_breach,low,312282,10,839953,31,10,5,critical_missing,7,False,True,False,86
299,2023-09-28 22:11:10.467687,ddos,medium,173895,11,45740,138,214,6,critical_missing,9,True,True,True,53
300,2023-09-27 22:11:10.467689,malware,medium,430424,7,106611,145,278,5,outdated,10,False,True,True,37
301,2023-09-26 22:11:10.467691,insider_threat,low,316205,23,398172,154,27,2,up_to_date,7,True,True,False,73
302,2023-09-25 22:11:10.467693,insider_threat,high,948163,40,468947,54,234,7,outdated,7,False,True,False,79
303,2023-09-24 22:11:10.467695,malware,low,101376,35,475828,119,312,4,up_to_date,4,False,False,False,74
304,2023-09-23 22:11:10.467697,insider_threat,high,425106,71,773210,74,25,8,up_to_date,1,False,True,False,31
305,2023-09-22 22:11:10.467699,data_breach,medium,865566,54,328785,20,53,7,up_to_date,8,True,False,False,44
306,2023-09-21 22:11:10.467701,ddos,high,833487,8,588099,132,28,7,outdated,4,True,False,False,60
307,2023-09-20 22:11:10.467703,malware,critical,767629,46,445376,86,163,9,up_to_date,1,True,True,True,69
308,2023-09-19 22:11:10.467705,ddos,medium,281652,14,706673,58,269,1,outdated,5,True,True,True,87
309,2023-09-18 22:11:10.467707,insider_threat,critical,959791,47,587520,88,333,6,critical_missing,8,False,False,True,96
310,2023-09-17 22:11:10.467710,insider_threat,low,472132,41,801849,149,34,6,up_to_date,4,False,True,False,52
311,2023-09-16 22:11:10.467712,malware,low,158056,59,680089,82,285,6,up_to_date,8,False,True,False,50
312,2023-09-15 22:11:10.467714,data_breach,low,634457,69,112492,64,272,6,critical_missing,8,True,False,False,75
313,2023-09-14 22:11:10.467716,phishing,high,794557,11,30099,63,207,7,critical_missing,3,True,False,True,55
314,2023-09-13 22:11:10.467718,malware,medium,560347,1,753494,70,237,6,up_to_date,9,True,False,True,26
315,2023-09-12 22:11:10.467720,phishing,low,462785,6,423177,3,92,1,critical_missing,3,False,True,False,37
316,2023-09-11 22:11:10.467721,phishing,low,627697,2,930106,142,172,3,outdated,1,True,True,False,61
317,2023-09-10 22:11:10.467723,data_breach,medium,934591,2,642762,103,78,2,outdated,2,True,False,False,17
318,2023-09-09 22:11:10.467725,phishing,low,499653,26,271400,149,109,6,up_to_date,6,False,True,False,63
319,2023-09-08 22:11:10.467727,phishing,critical,529992,39,479336,92,216,8,outdated,10,False,False,True,76
320,2023-09-07 22:11:10.467729,data_breach,medium,978080,32,767876,141,105,3,outdated,2,True,True,True,29
321,2023-09-06 22:11:10.467731,phishing,medium,728744,0,558969,147,46,8,up_to_date,6,False,False,True,48
322,2023-09-05 22:11:10.467733,phishing,medium,742488,7,91328,111,180,8,critical_missing,1,True,True,False,40
323,2023-09-04 22:11:10.467735,phishing,critical,635567,31,742800,160,63,5,up_to_date,1,False,False,True,12
324,2023-09-03 22:11:10.467737,malware,medium,989964,47,982293,118,245,8,outdated,5,False,True,False,33
325,2023-09-02 22:11:10.467739,malware,critical,682568,3,305505,58,243,6,up_to_date,10,False,True,False,99
326,2023-09-01 22:11:10.467741,malware,medium,642804,69,457719,42,319,5,up_to_date,9,True,False,False,93
327,2023-08-31 22:11:10.467743,data_breach,high,522828,18,34540,11,86,9,outdated,8,True,True,True,24
328,2023-08-30 22:11:10.467745,insider_threat,low,478366,31,157608,39,216,7,outdated,3,True,True,True,65
329,2023-08-29 22:11:10.467747,phishing,high,721384,8,84700,117,6,8,up_to_date,3,False,False,False,99
330,2023-08-28 22:11:10.467749,phishing,low,957386,11,980547,19,277,1,outdated,1,False,True,True,17
331,2023-08-27 22:11:10.467751,data_breach,critical,419139,10,340676,165,209,2,outdated,3,False,True,False,4
332,2023-08-26 22:11:10.467753,phishing,high,519777,45,711935,130,168,8,outdated,1,False,True,False,18
333,2023-08-25 22:11:10.467755,malware,medium,376188,15,389770,155,329,9,outdated,8,True,False,False,41
334,2023-08-24 22:11:10.467757,insider_threat,low,232549,0,396087,89,137,4,outdated,1,True,False,True,17
335,2023-08-23 22:11:10.467761,ddos,low,553453,62,46002,93,305,9,outdated,5,True,False,True,31
336,2023-08-22 22:11:10.467763,phishing,high,591491,20,49812,12,229,4,critical_missing,9,False,False,False,20
337,2023-08-21 22:11:10.467765,malware,critical,484965,29,415842,65,307,9,up_to_date,7,False,False,True,9
338,2023-08-20 22:11:10.467767,ddos,high,790546,12,715339,36,160,7,outdated,4,True,True,True,36
339,2023-08-19 22:11:10.467769,insider_threat,critical,982469,33,993561,65,0,2,up_to_date,9,False,True,True,48
340,2023-08-18 22:11:10.467771,ddos,critical,36321,3,257906,35,235,9,critical_missing,9,True,False,True,85
341,2023-08-17 22:11:10.467773,malware,low,335441,27,108946,25,187,4,outdated,2,False,True,False,12
342,2023-08-16 22:11:10.467775,ddos,high,883084,58,66668,74,3,8,up_to_date,10,False,True,True,54
343,2023-08-15 22:11:10.467777,data_breach,high,885736,26,99003,107,131,7,outdated,10,True,True,False,16
344,2023-08-14 22:11:10.467779,ddos,critical,245014,68,735430,167,217,7,outdated,6,True,True,False,8
345,2023-08-13 22:11:10.467781,phishing,high,156498,24,220462,42,259,8,outdated,4,False,False,True,87
346,2023-08-12 22:11:10.467783,phishing,medium,17772,2,829430,149,0,1,outdated,8,True,False,False,43
347,2023-08-11 22:11:10.467785,data_breach,medium,890186,67,719174,147,70,5,outdated,7,True,True,False,77
348,2023-08-10 22:11:10.467787,malware,high,790144,24,628889,7,177,2,outdated,7,False,True,True,45
349,2023-08-09 22:11:10.467789,phishing,high,394583,19,963111,28,188,2,outdated,10,False,False,False,7
350,2023-08-08 22:11:10.467791,insider_threat,critical,238389,33,269956,39,290,1,critical_missing,9,False,True,False,36
351,2023-08-07 22:11:10.467792,phishing,medium,639430,25,61844,157,7,5,critical_missing,5,True,True,True,18
352,2023-08-06 22:11:10.467794,phishing,medium,616024,4,725453,127,252,2,outdated,6,False,True,True,62
353,2023-08-05 22:11:10.467796,malware,low,51924,60,395395,83,291,4,outdated,1,False,False,True,91
354,2023-08-04 22:11:10.467799,ddos,critical,528014,8,699158,115,243,3,critical_missing,6,False,False,True,45
355,2023-08-03 22:11:10.467800,phishing,low,351296,49,74601,143,122,3,critical_missing,2,False,True,True,93
356,2023-08-02 22:11:10.467802,data_breach,medium,27723,5,925779,61,298,2,critical_missing,6,False,True,False,70
357,2023-08-01 22:11:10.467804,ddos,critical,913401,59,968078,6,282,6,outdated,9,True,True,False,25
358,2023-07-31 22:11:10.467806,insider_threat,high,758470,43,310001,44,31,2,up_to_date,8,False,True,True,45
359,2023-07-30 22:11:10.467808,malware,critical,886926,10,387699,154,333,8,up_to_date,9,False,True,True,45
360,2023-07-29 22:11:10.467810,insider_threat,high,664468,65,494700,87,145,8,up_to_date,10,True,True,False,74
361,2023-07-28 22:11:10.467812,ddos,high,208786,46,282844,72,155,5,up_to_date,8,False,False,True,13
362,2023-07-27 22:11:10.467814,ddos,critical,559931,2,782215,162,15,7,outdated,3,False,False,True,84
363,2023-07-26 22:11:10.467816,ddos,high,686684,29,432680,36,46,4,up_to_date,8,True,True,False,62
364,2023-07-25 22:11:10.467818,insider_threat,low,890328,20,173423,118,250,1,critical_missing,6,False,False,False,71
365,2023-07-24 22:11:10.467820,ddos,medium,214432,27,93330,56,186,2,critical_missing,6,True,True,False,2
366,2023-07-23 22:11:10.467822,insider_threat,high,139999,61,225391,7,30,4,up_to_date,6,False,True,True,27
367,2023-07-22 22:11:10.467824,ddos,low,880112,32,213606,94,259,1,critical_missing,3,True,False,False,28
368,2023-07-21 22:11:10.467826,data_breach,high,358690,34,407085,116,16,8,outdated,10,True,False,True,86
369,2023-07-20 22:11:10.467828,ddos,medium,939947,51,191387,109,38,9,up_to_date,1,False,True,False,17
370,2023-07-19 22:11:10.467830,insider_threat,low,79973,33,241133,19,303,4,up_to_date,4,True,True,True,34
371,2023-07-18 22:11:10.467832,phishing,medium,849881,40,486904,123,38,3,outdated,10,True,False,True,76
372,2023-07-17 22:11:10.467834,ddos,medium,634122,50,414170,52,131,2,critical_missing,6,False,False,True,75
373,2023-07-16 22:11:10.467836,phishing,low,760674,46,686915,118,29,5,outdated,10,False,True,False,46
374,2023-07-15 22:11:10.467838,data_breach,low,994247,57,325497,11,157,3,outdated,2,True,True,False,4
375,2023-07-14 22:11:10.467840,malware,low,453449,56,475406,16,277,7,critical_missing,7,False,True,False,74
376,2023-07-13 22:11:10.467842,data_breach,critical,287681,22,438242,63,202,6,outdated,7,True,False,True,58
377,2023-07-12 22:11:10.467844,ddos,low,494509,47,362916,41,65,1,critical_missing,4,True,True,False,74
378,2023-07-11 22:11:10.467846,phishing,low,864008,21,178048,93,107,8,critical_missing,4,False,False,False,58
379,2023-07-10 22:11:10.467848,phishing,low,631810,16,998082,156,267,2,outdated,1,False,True,True,46
380,2023-07-09 22:11:10.467850,insider_threat,low,546900,68,353646,146,221,5,critical_missing,2,True,False,True,94
381,2023-07-08 22:11:10.467852,phishing,high,225049,10,376087,10,291,9,outdated,9,False,False,False,94
382,2023-07-07 22:11:10.467854,insider_threat,critical,268615,14,371994,97,17,8,critical_missing,10,False,False,False,12
383,2023-07-06 22:11:10.467856,malware,medium,166703,34,569383,70,89,2,up_to_date,8,True,False,False,77
384,2023-07-05 22:11:10.467858,ddos,low,764357,32,145342,107,180,9,critical_missing,8,True,True,True,88
385,2023-07-04 22:11:10.467860,insider_threat,high,747419,15,686268,57,254,5,critical_missing,9,True,False,False,32
386,2023-07-03 22:11:10.467862,malware,high,31348,33,801955,33,252,6,outdated,7,True,False,True,96
387,2023-07-02 22:11:10.467864,phishing,high,195804,65,62433,19,256,3,critical_missing,9,True,False,True,61
388,2023-07-01 22:11:10.467866,phishing,medium,787609,39,964572,49,86,3,up_to_date,10,True,True,False,78
389,2023-06-30 22:11:10.467868,malware,low,135832,27,544279,101,89,8,up_to_date,2,False,True,False,15
390,2023-06-29 22:11:10.467870,phishing,critical,294923,46,272919,137,236,2,critical_missing,6,True,True,True,43
391,2023-06-28 22:11:10.467872,malware,critical,283780,38,471017,159,69,2,critical_missing,3,False,True,True,57
392,2023-06-27 22:11:10.467874,insider_threat,high,606177,69,347139,51,43,5,up_to_date,6,False,True,False,5
393,2023-06-26 22:11:10.467876,insider_threat,medium,53551,19,978754,14,199,6,outdated,3,True,True,False,88
394,2023-06-25 22:11:10.467878,malware,medium,404772,0,147745,83,151,2,up_to_date,8,False,False,False,14
395,2023-06-24 22:11:10.467880,insider_threat,medium,945102,71,647096,130,85,5,up_to_date,4,True,False,True,3
396,2023-06-23 22:11:10.467882,insider_threat,critical,666923,62,682416,36,18,7,critical_missing,10,False,False,True,55
397,2023-06-22 22:11:10.467884,insider_threat,high,571107,66,137686,125,100,8,critical_missing,6,True,True,False,63
398,2023-06-21 22:11:10.467886,data_breach,low,335914,3,7415,39,94,7,up_to_date,9,True,False,True,67
399,2023-06-20 22:11:10.467888,ddos,critical,420182,57,770326,71,253,8,outdated,2,True,False,True,93
400,2023-06-19 22:11:10.467889,phishing,high,212781,24,437100,39,29,9,up_to_date,2,True,True,False,33
401,2023-06-18 22:11:10.467891,data_breach,high,453105,46,934468,55,248,5,up_to_date,7,False,False,True,90
402,2023-06-17 22:11:10.467894,insider_threat,low,682347,37,955230,150,32,5,outdated,2,False,True,False,94
403,2023-06-16 22:11:10.467896,malware,low,865146,14,778493,103,228,4,up_to_date,2,False,False,False,55
404,2023-06-15 22:11:10.467898,insider_threat,low,713708,62,299188,138,11,9,up_to_date,4,False,True,True,31
405,2023-06-14 22:11:10.467900,ddos,medium,548884,20,712509,109,117,5,critical_missing,9,False,True,True,8
406,2023-06-13 22:11:10.467901,insider_threat,low,950678,56,168616,135,154,2,outdated,8,True,True,False,62
407,2023-06-12 22:11:10.467903,malware,high,850538,52,49976,92,245,8,critical_missing,2,True,False,True,71
408,2023-06-11 22:11:10.467905,ddos,low,987471,45,425468,93,331,7,critical_missing,8,True,False,False,77
409,2023-06-10 22:11:10.467907,insider_threat,high,59182,13,265976,55,246,8,outdated,4,True,True,True,32
410,2023-06-09 22:11:10.467909,ddos,critical,349307,16,221883,59,28,3,outdated,2,True,True,True,86
411,2023-06-08 22:11:10.467911,phishing,medium,301454,38,211509,137,160,4,up_to_date,10,False,False,True,20
412,2023-06-07 22:11:10.467913,phishing,critical,318232,8,496965,38,234,5,critical_missing,7,True,False,False,54
413,2023-06-06 22:11:10.467915,insider_threat,critical,653091,5,820580,27,189,6,outdated,6,True,True,True,75
414,2023-06-05 22:11:10.467917,ddos,high,139978,22,978744,48,116,1,critical_missing,10,False,False,False,56
415,2023-06-04 22:11:10.467919,malware,critical,823346,58,763529,163,270,4,critical_missing,5,False,False,False,1
416,2023-06-03 22:11:10.467921,insider_threat,high,896782,45,518823,124,257,5,outdated,1,True,False,False,12
417,2023-06-02 22:11:10.467923,phishing,low,569667,37,219526,12,179,7,up_to_date,2,True,True,True,3
418,2023-06-01 22:11:10.467925,phishing,low,471828,13,898662,35,171,5,critical_missing,8,False,True,False,83
419,2023-05-31 22:11:10.467927,insider_threat,high,770188,71,347220,100,273,1,outdated,1,True,False,False,49
420,2023-05-30 22:11:10.467931,ddos,low,258517,61,994620,25,258,7,up_to_date,3,True,True,True,47
421,2023-05-29 22:11:10.467933,phishing,medium,955154,34,970963,85,134,8,critical_missing,2,True,False,False,77
422,2023-05-28 22:11:10.467935,ddos,critical,440097,18,824834,3,170,7,outdated,5,False,False,False,29
423,2023-05-27 22:11:10.467937,phishing,medium,308557,29,713087,81,209,4,critical_missing,4,True,True,True,28
424,2023-05-26 22:11:10.467939,phishing,critical,137084,24,38578,165,235,8,outdated,7,True,True,False,7
425,2023-05-25 22:11:10.467940,data_breach,low,705475,39,614741,126,185,5,outdated,5,False,True,True,11
426,2023-05-24 22:11:10.467942,phishing,medium,793583,13,415534,87,94,9,critical_missing,8,False,False,False,40
427,2023-05-23 22:11:10.467944,malware,low,582004,25,862147,126,10,5,critical_missing,4,False,False,False,25
428,2023-05-22 22:11:10.467946,insider_threat,critical,880179,21,208859,119,67,1,outdated,6,True,True,True,49
429,2023-05-21 22:11:10.467948,insider_threat,high,748013,47,111435,21,209,9,up_to_date,4,False,True,False,1
430,2023-05-20 22:11:10.467950,ddos,high,691738,50,740389,129,195,5,critical_missing,2,True,True,False,54
431,2023-05-19 22:11:10.467952,phishing,medium,698012,2,151538,30,97,6,outdated,1,False,False,False,55
432,2023-05-18 22:11:10.467954,malware,low,203502,41,882174,118,92,4,outdated,1,True,False,True,13
433,2023-05-17 22:11:10.467956,ddos,low,144539,18,45475,10,21,6,up_to_date,8,False,False,True,5
434,2023-05-16 22:11:10.467958,data_breach,medium,424226,27,846574,45,171,8,up_to_date,4,True,True,True,94
435,2023-05-15 22:11:10.467960,ddos,high,521863,44,740520,95,133,3,up_to_date,5,True,True,True,80
436,2023-05-14 22:11:10.467962,ddos,critical,121999,70,157636,9,24,5,critical_missing,8,False,False,True,88
437,2023-05-13 22:11:10.467964,phishing,medium,114793,62,153484,167,184,2,outdated,7,False,True,False,60
438,2023-05-12 22:11:10.467966,data_breach,critical,972195,18,93526,127,84,2,outdated,8,True,True,True,95
439,2023-05-11 22:11:10.467968,ddos,high,457373,46,51001,151,54,7,outdated,8,False,True,True,11
440,2023-05-10 22:11:10.467970,malware,low,370321,13,844081,98,250,6,up_to_date,6,True,True,True,12
441,2023-05-09 22:11:10.467972,malware,high,12289,37,192029,111,143,4,outdated,10,False,False,False,18
442,2023-05-08 22:11:10.467974,insider_threat,medium,700336,52,428733,59,166,5,critical_missing,2,False,True,False,43
443,2023-05-07 22:11:10.467976,data_breach,low,698956,60,668516,86,223,1,up_to_date,6,True,False,True,88
444,2023-05-06 22:11:10.467978,data_breach,medium,940675,35,940568,144,219,7,up_to_date,1,False,False,False,94
445,2023-05-05 22:11:10.467980,insider_threat,medium,755801,39,549999,64,178,8,up_to_date,1,False,True,False,58
446,2023-05-04 22:11:10.467982,ddos,high,257368,29,554394,56,118,9,up_to_date,3,True,False,False,36
447,2023-05-03 22:11:10.467984,data_breach,medium,86365,8,851890,105,264,8,critical_missing,3,True,False,False,24
448,2023-05-02 22:11:10.467986,malware,high,754950,63,934093,8,149,5,outdated,5,False,True,True,15
449,2023-05-01 22:11:10.467988,malware,low,900446,32,482488,21,214,3,critical_missing,1,True,False,True,37
450,2023-04-30 22:11:10.467990,phishing,high,175211,51,392573,140,196,9,outdated,10,False,False,False,42
451,2023-04-29 22:11:10.467992,data_breach,low,179785,13,217583,88,41,6,critical_missing,6,False,False,False,86
452,2023-04-28 22:11:10.467993,ddos,high,947238,52,363898,17,52,5,up_to_date,7,True,False,False,13
453,2023-04-27 22:11:10.467995,insider_threat,critical,72588,58,138286,114,329,3,up_to_date,10,True,False,False,5
454,2023-04-26 22:11:10.467997,insider_threat,critical,63646,40,227189,167,250,6,critical_missing,3,True,False,True,88
455,2023-04-25 22:11:10.467999,ddos,medium,265798,67,126479,144,294,3,critical_missing,4,True,False,False,22
456,2023-04-24 22:11:10.468001,phishing,high,482238,67,420343,142,270,6,outdated,10,True,False,True,59
457,2023-04-23 22:11:10.468003,insider_threat,high,805175,7,136213,105,122,4,critical_missing,10,True,True,False,11
458,2023-04-22 22:11:10.468005,data_breach,low,834800,1,553172,14,265,2,critical_missing,10,False,True,True,12
459,2023-04-21 22:11:10.468007,phishing,medium,745385,40,264852,62,28,8,outdated,10,False,True,False,99
460,2023-04-20 22:11:10.468009,data_breach,high,729532,54,804807,166,34,4,outdated,10,True,False,True,97
461,2023-04-19 22:11:10.468011,malware,medium,923945,15,539376,12,5,9,outdated,3,False,False,True,5
462,2023-04-18 22:11:10.468013,phishing,critical,119735,61,319759,80,110,7,critical_missing,1,False,False,True,62
463,2023-04-17 22:11:10.468015,insider_threat,high,155683,47,372282,31,293,2,outdated,8,False,True,False,37
464,2023-04-16 22:11:10.468017,phishing,high,906323,29,700406,136,76,4,up_to_date,10,False,True,True,49
465,2023-04-15 22:11:10.468019,phishing,medium,632259,11,272158,39,146,5,up_to_date,10,True,True,False,51
466,2023-04-14 22:11:10.468021,phishing,high,536437,34,719785,147,66,3,up_to_date,2,False,False,True,39
467,2023-04-13 22:11:10.468023,phishing,medium,362246,10,396489,81,7,9,critical_missing,1,False,True,True,7
468,2023-04-12 22:11:10.468025,data_breach,high,321333,63,702495,76,121,5,up_to_date,8,True,True,False,60
469,2023-04-11 22:11:10.468027,malware,low,763264,49,364986,75,174,2,critical_missing,7,True,False,True,7
470,2023-04-10 22:11:10.468029,ddos,medium,939179,20,948385,37,178,3,critical_missing,7,True,True,False,96
471,2023-04-09 22:11:10.468031,phishing,high,857463,68,490238,70,84,9,up_to_date,4,True,False,False,33
472,2023-04-08 22:11:10.468033,insider_threat,critical,566956,47,78077,47,44,7,outdated,9,False,True,False,78
473,2023-04-07 22:11:10.468035,phishing,high,406889,19,139784,17,135,2,critical_missing,6,True,False,False,99
474,2023-04-06 22:11:10.468037,insider_threat,critical,994170,66,205776,143,15,9,up_to_date,2,False,False,True,59
475,2023-04-05 22:11:10.468039,data_breach,critical,612492,43,315018,38,332,4,critical_missing,1,False,False,True,56
476,2023-04-04 22:11:10.468041,insider_threat,low,211830,32,69087,88,194,9,outdated,1,True,False,False,98
477,2023-04-03 22:11:10.468043,ddos,medium,196501,60,798729,61,8,2,outdated,9,True,False,True,45
478,2023-04-02 22:11:10.468045,malware,high,416885,8,764629,140,315,4,up_to_date,4,True,True,True,21
479,2023-04-01 22:11:10.468047,insider_threat,low,165140,67,813560,108,333,5,critical_missing,5,True,False,False,86
480,2023-03-31 22:11:10.468049,insider_threat,high,744149,34,592656,80,332,2,critical_missing,3,True,False,True,39
481,2023-03-30 22:11:10.468051,malware,critical,140507,64,743859,133,326,1,critical_missing,4,True,False,False,44
482,2023-03-29 22:11:10.468053,ddos,medium,225160,7,341102,76,14,7,critical_missing,8,False,False,True,54
483,2023-03-28 22:11:10.468055,phishing,high,183321,44,295064,89,326,1,up_to_date,4,False,True,True,50
484,2023-03-27 22:11:10.468057,insider_threat,high,561672,46,251514,13,101,8,outdated,9,False,False,False,85
485,2023-03-26 22:11:10.468059,malware,critical,521998,39,928660,94,225,3,up_to_date,9,False,True,True,4
486,2023-03-25 22:11:10.468061,data_breach,high,606217,53,142180,53,277,6,critical_missing,6,True,False,True,94
487,2023-03-24 22:11:10.468063,malware,high,914391,45,949349,131,112,7,critical_missing,2,True,False,False,12
488,2023-03-23 22:11:10.468065,data_breach,critical,600441,46,920304,38,0,1,outdated,10,False,True,True,27
489,2023-03-22 22:11:10.468067,ddos,low,759416,14,784192,71,265,6,critical_missing,7,False,True,False,83
490,2023-03-21 22:11:10.468069,phishing,critical,75388,18,435928,24,207,7,up_to_date,9,False,True,True,96
491,2023-03-20 22:11:10.468071,malware,low,555689,25,920114,76,109,6,up_to_date,6,True,False,False,79
492,2023-03-19 22:11:10.468073,insider_threat,medium,518727,51,601891,159,199,4,outdated,3,True,True,False,61
493,2023-03-18 22:11:10.468074,ddos,low,727191,21,33872,165,305,1,up_to_date,7,True,False,False,92
494,2023-03-17 22:11:10.468076,malware,low,643791,20,272872,119,11,9,up_to_date,5,False,True,False,86
495,2023-03-16 22:11:10.468078,insider_threat,medium,232601,50,357246,52,187,4,up_to_date,1,False,True,False,23
496,2023-03-15 22:11:10.468080,malware,low,127834,37,488535,155,153,7,up_to_date,3,True,False,True,97
497,2023-03-14 22:11:10.468082,data_breach,critical,34084,19,384193,130,333,7,critical_missing,5,True,True,True,6
498,2023-03-13 22:11:10.468084,malware,low,251459,28,807015,149,278,2,up_to_date,7,False,True,False,37
499,2023-03-12 22:11:10.468086,malware,medium,634929,50,85774,95,170,1,outdated,3,False,False,True,36
500,2023-03-11 22:11:10.468088,malware,critical,105111,3,924767,165,133,8,outdated,6,True,False,False,67
501,2023-03-10 22:11:10.468090,ddos,medium,449042,54,388518,71,24,8,up_to_date,5,False,False,True,97
502,2023-03-09 22:11:10.468092,malware,medium,429667,70,198522,61,17,7,outdated,1,True,True,True,41
503,2023-03-08 22:11:10.468094,insider_threat,high,662587,27,220357,5,189,8,up_to_date,10,True,True,False,85
504,2023-03-07 22:11:10.468096,data_breach,high,162982,3,412672,31,140,3,outdated,6,False,True,False,4
505,2023-03-06 22:11:10.468100,data_breach,medium,298185,21,877550,98,42,2,outdated,8,False,True,True,63
506,2023-03-05 22:11:10.468102,malware,medium,875352,44,65942,137,333,7,up_to_date,1,False,True,True,49
507,2023-03-04 22:11:10.468104,ddos,medium,327825,66,537977,130,283,8,up_to_date,2,True,False,False,86
508,2023-03-03 22:11:10.468106,ddos,high,234386,65,950438,75,145,1,critical_missing,4,False,True,True,14
509,2023-03-02 22:11:10.468108,insider_threat,high,343715,33,557564,58,314,9,up_to_date,2,False,False,True,94
510,2023-03-01 22:11:10.468110,malware,low,196553,54,509565,30,318,4,up_to_date,9,True,True,False,72
511,2023-02-28 22:11:10.468112,data_breach,low,461792,0,522552,92,91,4,critical_missing,10,True,False,True,52
